2022/8/6    	0.245	-57.766	1192.1	0.021		
2022/8/7    	0.246	-57.514	1192	0.019		
2022/8/8    	0.245	-57.497	1192	0.02		
2022/8/9    	0.245	-57.481	1192	0.024		
2022/8/10    	0.245	-57.451	1191.9	0.03		
2022/8/11    	0.246	-57.221	1191.9	0.035		
2022/8/12    	0.245	-57.01	1191.9	0.036		
2022/8/13    	0.245	-57.014	1191.9	0.037		
2022/8/14    	0.244	-56.935	1191.9	0.037		
2022/8/15    	0.243	-56.682	1191.8	0.038		
2022/8/16    	0.243	-57.056	1191.8	0.039		
2022/8/17    	0.244	-56.884	1191.7	0.041		
2022/8/18    	0.244	-56.669	1191.7	0.043		
2022/8/19    	0.243	-56.747	1191.7	0.045		
2022/8/20    	0.243	-56.905	1191.8	0.048		
2022/8/21    	0.244	-57.182	1191.8	0.05		
2022/8/22    	0.245	-57.272	1191.8	0.052		
2022/8/23    	0.246	-57.341	1191.8	0.052		
2022/8/24    	0.246	-57.425	1191.8	0.051		
2022/8/25    	0.247	-57.276	1191.7	0.049		
2022/8/26    	0.247	-57.122	1191.7	0.047		
2022/8/27    	0.248	-57.01	1191.7	0.046		
2022/8/28    	0.247	-57.164	1191.8	0.046		
2022/8/29    	0.248	-57.147	1191.8	0.044		
2022/8/30    	0.247	-57.05	1191.9	0.042		
2022/8/31    	0.247	-57.097	1192	0.04		
2022/9/1    	0.247	-57.129	1192	0.037		
2022/9/2    	0.246	-56.908	1192.1	0.034		
