S T U q1 q2
8.848475490736039330e-05 2.867071714749190871e-05 4.867139659788157744e-09 1.613249334998290152e-03 -1.679130948434099935e-01
8.860770558172713308e-05 2.814747399296934531e-05 4.872393542016912436e-09 6.137218575029024237e-03 -2.498946279127700620e-02
8.865958630958361252e-05 2.787768343605265535e-05 4.848698444777344503e-09 3.470527099963538475e-03 -7.121819544989449469e-02
8.857006173992975197e-05 2.766424047992302468e-05 4.812038811856782386e-09 5.180716950920372099e-03 -9.149076399728528486e-02
8.828147388208251788e-05 2.731356649904366309e-05 4.781474752043139315e-09 4.490146278836260052e-03 2.434901470742758534e-01
8.776418723531600541e-05 2.668502107640477090e-05 4.774439262421381321e-09 2.348488861102282499e-03 3.421405222395819123e-01
8.703370204161520846e-05 2.573124401473457748e-05 4.802174474970153206e-09 3.784874526715942267e-03 1.058916540695022945e-01
8.616098874569171409e-05 2.451188591981345757e-05 4.868161809011081866e-09 1.019663189725239505e-04 8.543794669805393482e-02
8.526246088674016067e-05 2.317098061559286741e-05 4.968972772204686751e-09 -7.584616091859563980e-03 2.895360094584784605e-01
8.446833527987698700e-05 2.188686084165293214e-05 5.094467405259680125e-09 -5.473716674189832432e-03 1.429713444897853236e-01
8.388710094350109445e-05 2.082104560583233899e-05 5.227349130971474204e-09 -5.145423946625982126e-03 -1.931313015206761463e-01
8.358527905013116730e-05 2.008795423375403475e-05 5.345196866849917994e-09 -3.048448018135863080e-03 -1.095334103649037161e-02
8.358352688452552715e-05 1.974641818907698531e-05 5.425827719767150565e-09 -1.795463948327746806e-03 -2.120714721307699335e-01
8.385653864248798523e-05 1.980132977395655764e-05 5.453417997580338878e-09 -2.642541741297854685e-04 -3.632920319196397685e-01
8.433065815934812125e-05 2.020587922877557766e-05 5.422712413535599031e-09 1.331014378112671537e-03 -2.489104903649046463e-01
8.488788431469937782e-05 2.086256530283180549e-05 5.339960659697108667e-09 6.017608141551722412e-03 -2.136770054711885081e-01
8.538638779860987344e-05 2.162900625800210443e-05 5.220600667172996758e-09 5.999431784661446443e-03 -1.283831297054192078e-01
8.569433376438267817e-05 2.233932144900188457e-05 5.085622806878257971e-09 7.159695391905085415e-03 -1.361351699176474028e-01
8.572531873676270152e-05 2.284581533507986601e-05 4.958451111544260339e-09 7.732492919973577017e-03 8.406839973350876960e-02
8.546504227446514708e-05 2.306709554511296711e-05 4.861511624080085201e-09 4.006127502659717621e-03 3.405709702009875883e-01
8.497780024103348249e-05 2.301512434181783337e-05 4.810891255512981048e-09 -1.818923414181661258e-03 6.272931981327687367e-01
8.438444261288377351e-05 2.278546470190485519e-05 4.810553709126127402e-09 -6.678471449812706240e-03 3.089437398596803774e-01
8.382277065356721815e-05 2.252183623463306652e-05 4.850071173160543408e-09 -3.239850870696781016e-03 1.089694857738745526e-01
8.341590919331969836e-05 2.237751895415563848e-05 4.907929827050571199e-09 -4.203828348841254225e-03 5.623518389683646035e-02
8.325783476837134948e-05 2.248661840051074205e-05 4.958656064136305220e-09 -6.559199788994662939e-03 -2.066118896646784719e-01
8.340414518700466084e-05 2.294612460428626695e-05 4.980511308746900412e-09 -4.997025815444144925e-03 -3.241722379518048314e-01
8.386109921549686377e-05 2.380455470862670648e-05 4.961439613970075582e-09 -2.569660868677381416e-03 -2.618806295854394506e-01
8.458100069662889361e-05 2.505194376835065149e-05 4.901494958512238706e-09 -1.832208998691520208e-03 -2.091332294135899161e-01
8.546812476788309340e-05 2.660865538270271464e-05 4.810396106850914407e-09 -9.885302455603373062e-04 -1.319869022684887483e-01
8.638872520445116496e-05 2.831889468490101332e-05 4.701604651919457114e-09 4.091394427617522922e-03 1.148447486879380364e-01
8.718470893939343422e-05 2.996466562745364072e-05 4.587448018258227481e-09 3.047626750253940031e-03 -2.719352198735816017e-01
8.770436872339216377e-05 3.131406752079066765e-05 4.478529806363991570e-09 1.691570341235970609e-02 -2.124061944543953473e-02
8.785512558008851515e-05 3.219393416220902172e-05 4.385229877890002926e-09 1.010358214407447441e-02 3.052873648255065575e-01
8.764960098324290792e-05 3.254942320556503008e-05 4.317087049586730970e-09 2.121774680667654067e-03 1.914252187903038305e-01
8.720428465828012948e-05 3.245624380503841610e-05 4.280033935137980765e-09 1.787473326012367636e-03 1.738477759575562942e-01
8.668988340717856845e-05 3.208372288846857861e-05 4.274964708247782050e-09 -7.418292152079342117e-03 1.907862589597737468e-01
8.627242836674374558e-05 3.163256255444373395e-05 4.298870729104839006e-09 -8.498080288773079971e-03 1.454374949498706826e-01
8.607587458719540854e-05 3.127313561582950336e-05 4.346164673088356295e-09 -5.198987379149144772e-03 6.164842780678370104e-02
8.616453866649591330e-05 3.109992640916506019e-05 4.407756695581086055e-09 -1.553042520628333811e-02 3.183351946380739150e-01
8.653144957091493499e-05 3.110948109309243667e-05 4.469013624808161074e-09 -2.977358756052428390e-03 -3.666107600104258069e-01
8.709479289953228967e-05 3.120736929740981942e-05 4.511349430187735963e-09 1.132758043789205971e-04 -4.971508650491234249e-01
8.771721770330506371e-05 3.124547276610520466e-05 4.519724516563993949e-09 7.891245649419564856e-03 -5.085425808429384631e-01
8.824648217639942947e-05 3.107928899816010448e-05 4.490761731496275392e-09 7.621571296082318980e-03 -3.374753710522142569e-01
8.855666748991640458e-05 3.062387670125537627e-05 4.433826013271764011e-09 5.944068400168367461e-03 -3.067663260855546525e-02
8.857598851192880450e-05 2.988772946426797528e-05 4.364924271524249080e-09 1.219288943335783415e-02 -2.139534165667811294e-03
8.830314495949155194e-05 2.897350834874560740e-05 4.299814582278251857e-09 4.893184326208332990e-03 2.785210381449783057e-01
8.781090328397577599e-05 2.804675825779474752e-05 4.250517761220631831e-09 2.274439691639429384e-03 1.932971127474836237e-01
8.722739430071691120e-05 2.728551367705044702e-05 4.224200565621451991e-09 -1.791828803344275300e-03 6.465555845232540122e-01
8.669613765109584200e-05 2.683079902791291158e-05 4.222600102328595220e-09 -7.708236080926189615e-03 2.094625258611486629e-01
8.633266972735752849e-05 2.675301825823464197e-05 4.242262048115894345e-09 -7.926766636068505179e-03 3.419441038561394919e-01
8.619865879913788634e-05 2.703577272084417053e-05 4.276234018352888544e-09 -3.384024917945316346e-03 4.353180085905883345e-02
8.630088787751059214e-05 2.757150121339322854e-05 4.316313567420271760e-09 -8.163418243595899071e-03 5.201955868010621487e-02
8.660209203389952596e-05 2.816970805437384438e-05 4.354487257725788625e-09 -2.324406050497884735e-03 -3.671321705555001813e-01
8.702749007280425632e-05 2.858921358804228935e-05 4.383835133026730427e-09 -2.466993477211243402e-03 -2.306049904460820699e-01
8.746784401648565659e-05 2.860304315129192390e-05 4.400311048873611203e-09 1.561491907670298218e-03 -5.930912101754373111e-01
8.779375138991917492e-05 2.808050177130572774e-05 4.405434281277507039e-09 9.016311316162095579e-03 -3.003492914021865801e-01
8.788823331411527043e-05 2.704287772085185379e-05 4.407126883908568620e-09 7.700399748335362560e-03 2.426926677564544832e-02
8.768164206315015423e-05 2.565353693887234489e-05 4.415893582417298817e-09 6.101288527207593404e-03 2.963917103308020273e-01
8.716847736606878256e-05 2.414926494982694554e-05 4.438162557060558412e-09 5.348400077412440723e-03 2.550858790896430861e-01
8.640908557376041793e-05 2.276052128443426420e-05 4.472199894363891876e-09 8.343293869762735682e-03 2.657778867090545560e-01
8.552871890239227201e-05 2.166194458370326913e-05 4.509775313812873014e-09 5.389565570585119758e-03 3.441039296665522329e-01
8.470065006268378920e-05 2.096007687814527087e-05 4.541746914995331771e-09 -9.127337120429235284e-03 -5.642470424318268840e-02
8.409421046432040815e-05 2.070220343713928551e-05 4.563217177435388690e-09 -8.012193678880397130e-03 1.528547032008091833e-01
8.380980044283112718e-05 2.088739655640136901e-05 4.574574167082985639e-09 -9.630679304897915571e-03 2.501946729214559184e-01
8.384955593451869223e-05 2.146981808850970653e-05 4.578151756384726005e-09 -4.781218830690159294e-03 2.361127437839236620e-01
8.413996136930481740e-05 2.235649006948903916e-05 4.574274394740789719e-09 -1.423083332094510212e-03 -1.811884915817039143e-01
8.457769866182118671e-05 2.340956488809209195e-05 4.560688915602418394e-09 1.557916662845881817e-03 -1.377261092179740132e-01
8.506134239012245698e-05 2.446205611595101483e-05 4.535378959186808280e-09 -2.256963148488111415e-03 -2.249438190769481594e-01
8.549781117232638315e-05 2.534869759720305131e-05 4.500171225475570287e-09 5.188894855943093631e-03 -3.745603059371624965e-01
8.580325227597896125e-05 2.594333807646969747e-05 4.462726695297935377e-09 4.139357097704410293e-03 -1.909557876979093294e-01
8.591978885750454868e-05 2.618562363031517166e-05 4.434984848492727015e-09 6.908675949250930870e-03 4.955692811586409618e-01
8.584021757332985442e-05 2.608446842286838484e-05 4.428345849963190707e-09 3.992459051469499087e-04 3.744939565487648281e-02
8.561292933434480992e-05 2.570389855406595605e-05 4.449477910194487346e-09 -5.471670647683168909e-07 7.229257634477903594e-05
8.531674828953045796e-05 2.514519706715910062e-05 4.499689721376827026e-09 -2.557246810259483638e-03 4.172363152152822607e-01
8.502534317275924568e-05 2.453073961931948163e-05 4.576070771977322951e-09 -4.843494113144108937e-03 1.821916138674417596e-02
8.478742954135792668e-05 2.398957268311383863e-05 4.671780023444741815e-09 -1.790412310182398770e-03 1.148728425022156330e-01
8.463532585952884585e-05 2.364629794652189262e-05 4.775389977979945847e-09 2.260593426798962469e-03 3.396724356450349092e-01
8.460910926664520001e-05 2.361463190880159571e-05 4.870474499031318379e-09 -2.018501788372262240e-03 -1.499099323841726061e-01
8.476368355079737335e-05 2.399569833232366225e-05 4.936933931514497973e-09 -3.959492620445814737e-03 -1.686514390022590959e-01
8.514005919780471350e-05 2.487982536381214027e-05 4.955434748522325364e-09 -2.380446128588786792e-03 -4.911037578918495683e-01
8.572490031273867549e-05 2.634740754967412356e-05 4.913925039173184627e-09 1.025908129232533383e-03 -2.459038014470440459e-01
8.643981475985032981e-05 2.846311501318115028e-05 4.812656525998650949e-09 4.838246919554256564e-03 -2.776229439530801812e-01
8.717321803562191982e-05 3.126104918511509167e-05 4.664888711569409621e-09 9.660393702254799209e-03 -1.940451334106008119e-02
8.782822870847194728e-05 3.472277235629191627e-05 4.492979626139644587e-09 1.514498320475787807e-03 -4.583127302450584750e-02
8.835273944829516750e-05 3.875227942219111864e-05 4.321322311124973363e-09 4.443774924685062189e-03 3.738806194734500821e-01
8.874173314746866114e-05 4.315499716384112335e-05 4.169081575760652881e-09 2.711973881750928683e-03 2.582462495833190985e-01
8.902094374494478007e-05 4.763418012726343826e-05 4.046458634155893952e-09 -3.394059550524186619e-03 3.732336421751902833e-02
8.922250981762485061e-05 5.181780845546596586e-05 3.955738027974580796e-09 -5.307033375252512286e-04 1.486352673254209833e-01
8.936612820470632977e-05 5.531321790145920928e-05 3.894669577515038126e-09 8.612297571579663469e-04 4.247270727548446700e-02
8.945796143274356571e-05 5.776891480491285846e-05 3.859219414498127413e-09 -1.128427579659696534e-04 9.288627891253575797e-02
8.950142858170472145e-05 5.892443667544097855e-05 3.845110086234081134e-09 -1.548266174273837947e-04 -1.205634362637741930e-01
8.950179037888027352e-05 5.864339865795670389e-05 3.848856298164434049e-09 -2.884074432856209569e-04 -2.263889396075668969e-02
8.945929257772319637e-05 5.693112575775290601e-05 3.868064586272274540e-09 -1.611361176995451672e-03 -1.324467740785983949e-02
8.936202096290289784e-05 5.393715040978254498e-05 3.900608294564281568e-09 1.701898451590189154e-03 -4.052765558856030736e-02
8.918843436838734214e-05 4.994229989843897887e-05 3.943766730740660035e-09 3.121544617490590312e-03 -1.293904606822060543e-01
8.891620080534820710e-05 4.532764857035537535e-05 3.994803347969069486e-09 6.745372071348398890e-04 -9.389719678577002071e-02
8.852947690636621034e-05 4.052070644058601329e-05 4.052537989344543001e-09 3.548218119057366948e-03 -4.876765379227521180e-02
8.802418998733580976e-05 3.592451354461310162e-05 4.117864318992929418e-09 3.964114255621264959e-03 1.649906416240227713e-01
8.741390532916940427e-05 3.185245896106249331e-05 4.191994853280525116e-09 1.658310199708967758e-03 2.813762644203183783e-01
8.673237973622351343e-05 2.849456613299627874e-05 4.273610925953502234e-09 8.771674339047574875e-04 3.050273497459237149e-01
8.603157292784571275e-05 2.592294249687247825e-05 4.357646395372992189e-09 2.615896631728675814e-03 2.222030097573650664e-01
8.538051643206700419e-05 2.412142306420608884e-05 4.437040887685812773e-09 1.975688528951025091e-03 2.996108531014609611e-01
8.486157029824107191e-05 2.301659653110606823e-05 4.505685331066037348e-09 -3.633844722568335683e-03 2.117010613516523421e-01
8.455101449624729886e-05 2.249613454552766586e-05 4.559718842948207206e-09 -9.445724699924884504e-03 1.177358854992771597e-01
8.448641145845379237e-05 2.241463572583530871e-05 4.597052000303124242e-09 -1.121381747142713436e-03 -4.895242725933890426e-02
8.464341533693748654e-05 2.259672077383212418e-05 4.617364670197865932e-09 -6.469075097667253971e-03 -2.716910654599136166e-01
8.493780262978685577e-05 2.284868748523331830e-05 4.623318095985525324e-09 8.163033594210666877e-04 -2.216254908798163115e-01
8.525080352315435707e-05 2.298444127968519548e-05 4.621077072033161873e-09 2.624155813658823888e-03 -5.061307971088879754e-02
8.546651956263465329e-05 2.286181979325769910e-05 4.618797464901830611e-09 5.138016358575692166e-03 -1.994228085675846529e-01
8.550421380315181852e-05 2.241589033076821170e-05 4.624267197619986035e-09 3.679133910647225392e-03 1.471301381926970464e-02
8.532907734340478836e-05 2.167154376149157957e-05 4.643276654394338568e-09 1.739564592855735725e-03 -1.948097023443295939e-02
8.494135436183047297e-05 2.072595587665219323e-05 4.678921561446986767e-09 6.940898460269240289e-03 1.635494624757587445e-01
8.436066214836474226e-05 1.970947163033093380e-05 4.731438534544393611e-09 -1.340016236618835066e-03 2.184791830555514736e-01
8.362252690719415235e-05 1.874540130193414486e-05 4.798636695987591351e-09 7.816475120737242932e-03 1.973699629473202322e-01
8.279062411326027068e-05 1.792445006411919552e-05 4.876949534640792987e-09 4.135740675373034136e-03 4.061790260390552021e-01
8.196651464917233945e-05 1.729634659708055309e-05 4.962374943680757457e-09 -4.575595598620196824e-03 8.525024128616287555e-02
8.127259956196214777e-05 1.687307942981592406e-05 5.050550264020406747e-09 -5.942388651888785844e-03 2.531546380652418549e-01
8.081089384225741948e-05 1.663770423326097717e-05 5.136407318864008982e-09 -7.554864893801083170e-03 -2.509895830670778594e-01
8.062788033580750580e-05 1.655476680361446168e-05 5.214439529673502933e-09 -4.634211418955924700e-03 1.398607445460164911e-02
8.070516841683102573e-05 1.657981154572362608e-05 5.279579203502701923e-09 -6.298620257845444215e-03 -2.336420502812828204e-01
8.097119212952430707e-05 1.666689169820700532e-05 5.328046322725144218e-09 6.952674165772165793e-04 -2.305625787568050811e-01
8.132465872087147848e-05 1.677430436782444080e-05 5.358048218888664702e-09 2.162042795462726374e-03 -1.367953715112815161e-01
8.166507303183636820e-05 1.686870490007605545e-05 5.370273068266741597e-09 4.371318481814601142e-03 -1.004991390548557462e-01
8.192066187443488646e-05 1.692732021177110265e-05 5.367807172556529796e-09 4.802300889127364414e-03 -1.052167327440862721e-01
8.205824595920584868e-05 1.693834799955339145e-05 5.355340126794554561e-09 1.561909718164278260e-03 -2.943223854950716145e-02
8.207100905896747803e-05 1.690032072845709245e-05 5.338110619991380526e-09 1.846009733389664120e-03 -6.226164109930820700e-03
8.196053261744154635e-05 1.682127074277227737e-05 5.321196657651077340e-09 2.407047877038159811e-03 6.584142940645598685e-02
8.173485610966978263e-05 1.671802305736418601e-05 5.309372803670385152e-09 4.981856057131306414e-03 2.074786758832836142e-02
8.142280904843329011e-05 1.661487372979132766e-05 5.306667814878232111e-09 1.536813524902758132e-04 4.240592465257364552e-01
8.108157373916058332e-05 1.654123236591604210e-05 5.314871355359730310e-09 -3.444712600815691417e-03 -4.351891986799572010e-02
8.078317769043689739e-05 1.652921902855424252e-05 5.331909454504374261e-09 -2.511913161815870765e-03 1.566659911016756723e-01
8.059293355952493589e-05 1.661204250992228535e-05 5.351773958085423758e-09 -1.433969693579006943e-03 9.853917754942820295e-02
8.055740203252662187e-05 1.682212184555094135e-05 5.366363141549580596e-09 -4.780510653797476195e-03 -1.325309177299551777e-01
8.070177571306375518e-05 1.718718761004058062e-05 5.368200048041552858e-09 -1.273575340551058588e-03 -6.636842825256650258e-02
8.102976908990993494e-05 1.772291354174392793e-05 5.352336749897091643e-09 -2.068398472164778568e-03 2.267014702579750463e-02
8.152407809631431474e-05 1.842187697399826811e-05 5.316381483700230937e-09 -1.984594830460428838e-03 -7.930312911432224610e-02
8.214573391412922443e-05 1.924217213282513068e-05 5.259957990574870302e-09 -1.605533431590533411e-03 -2.449577732184682333e-01
8.283085408537980390e-05 2.010270229395444815e-05 5.185943505695584638e-09 3.536129336612070517e-03 -3.013510066935722875e-01
8.348936087355421072e-05 2.089136713057709242e-05 5.102839811230894704e-09 -5.559402459844875466e-04 -1.706425876911819017e-01
8.401567213813837434e-05 2.148668363408763675e-05 5.024790094313773947e-09 4.738721111323451751e-03 8.181783445234636076e-02
8.431886778770599368e-05 2.178704010029728583e-05 4.967780492757761323e-09 8.384806661955623852e-03 2.395352501738639006e-01
8.436117067677567844e-05 2.173826114284223510e-05 4.944587891053090351e-09 1.966082041413574899e-03 1.619915052676006439e-01
8.417290285140783233e-05 2.134940277019392797e-05 4.961463406716605861e-09 -1.288577510264676818e-03 2.177646650426474650e-01
8.382611937563811137e-05 2.069020579332952109e-05 5.017406678128906331e-09 -2.001170754051484479e-03 1.219197991336038456e-01
8.339177680627643681e-05 1.987170645331987802e-05 5.105605953807190238e-09 -8.809787262045176703e-04 -1.411010151988989492e-02
8.292095673850332120e-05 1.901855408661776061e-05 5.216032886508774292e-09 7.872530269432687078e-04 1.664458958938830335e-01
8.245971963431422041e-05 1.824264181790803712e-05 5.337245450860721698e-09 2.972797169296326203e-03 2.164171047935568026e-01
8.206893228920403511e-05 1.762518511524637196e-05 5.456298105835049585e-09 -3.786590129488676126e-03 3.803622402271322755e-02
8.181714511977587583e-05 1.721043033146236524e-05 5.558626227346873423e-09 -3.027506177777583574e-03 -2.109602543132904628e-01
8.174968562562397612e-05 1.700859693869089491e-05 5.630710800634089086e-09 2.134221366725252977e-04 -2.877819875759222157e-01
8.186420915227841022e-05 1.700155690094814573e-05 5.664903748406736513e-09 2.086458249128675391e-05 -1.316937769987056583e-01
8.210949997540864520e-05 1.714605048001849240e-05 5.662389469439549817e-09 9.103811269819406249e-04 -2.329734537704801767e-01
8.239774524637588583e-05 1.737511638449158491e-05 5.631966765308859629e-09 1.329293240517559482e-03 3.035218463469746553e-02
8.261974257942567370e-05 1.760360938556801517e-05 5.586750628187941838e-09 5.010096747805947714e-03 -1.059998329816558282e-01
8.266768851642448371e-05 1.774304051203569798e-05 5.541961518919740902e-09 5.179695570723952258e-03 -8.877995097710567052e-02
8.246917188368907100e-05 1.772320120463408602e-05 5.513581204975426316e-09 7.193114020396462749e-03 3.732219224050581374e-01
8.201796536637806099e-05 1.751012816928666335e-05 5.515330117941948927e-09 3.232891594515674427e-04 2.122814773931427368e-01
8.137844963878828513e-05 1.711184368619971902e-05 5.554094239860627578e-09 -3.816752660832811728e-03 2.833960710259670890e-01
8.065971040513519148e-05 1.657252395827176885e-05 5.627525366696986499e-09 -2.417088981896409194e-04 -1.127985920402725384e-01
7.997943392963500966e-05 1.596041614337612616e-05 5.726219496376626262e-09 -6.479596520980512864e-03 -7.063863941602299690e-02
7.943693898662952907e-05 1.535313526239883629e-05 5.838244298353015592e-09 -4.835017357648130343e-03 4.080628109996453645e-02
7.909984359894231174e-05 1.482324593435108392e-05 5.952093740661085622e-09 -4.700927991608150336e-03 -1.091342892957651856e-01
7.900262710109044338e-05 1.442779135757949679e-05 6.056897428818005195e-09 -1.660541940523119209e-03 4.433244305417005648e-02
7.915124406931285759e-05 1.420346095356251009e-05 6.141436438149363398e-09 -2.068542175865273336e-03 9.168034522796020269e-03
7.952309118297245876e-05 1.416577977836980027e-05 6.193854076742558660e-09 -1.046646623106939344e-03 -1.370889244784674332e-01
8.006055987008061042e-05 1.430990307444782963e-05 6.203813065373234034e-09 3.369402754226147323e-03 -2.864713621849954706e-01
8.067407801108999956e-05 1.461139117346002237e-05 6.167427405293113509e-09 8.264961993390773642e-03 -1.886196763043148650e-01
8.126749022291301027e-05 1.502601018109246146e-05 6.091688333248193806e-09 5.823802114709009103e-03 -6.993504534844952047e-02
8.176990514147457168e-05 1.548934905117699371e-05 5.993976804123635797e-09 2.994697185901173953e-03 9.592400943511947276e-02
8.214360780778426265e-05 1.592004925145415882e-05 5.896520381641428525e-09 -9.027586975767221134e-04 -1.200515683112257648e-02
8.236280076044836889e-05 1.623112095617459521e-05 5.819890765738045952e-09 -1.132802636557128650e-03 6.226550290150711930e-02
8.239363346419819245e-05 1.634879505910519476e-05 5.778537133642767779e-09 1.184726148755865793e-03 2.877038716245099437e-01
8.220555626574710460e-05 1.623175278307211522e-05 5.778716929943071207e-09 3.870775673602944167e-03 2.090253037438944972e-01
8.180385319982744164e-05 1.588231493898407964e-05 5.819010573114358586e-09 1.828662703260208744e-03 -4.712556512792787089e-02
8.124410183590960184e-05 1.534482594803110361e-05 5.893369152496745858e-09 -3.414420088582392765e-03 -7.993677161989687363e-02
8.060987806579603056e-05 1.469101375599117218e-05 5.994327881581069286e-09 -2.134794795620509333e-03 1.318892261349571271e-01
7.997689473029656073e-05 1.399798309303751004e-05 6.113684103087897890e-09 -2.045572352741942268e-03 7.387169963351070123e-02
7.939294734884848510e-05 1.332926105892378895e-05 6.241487693790281743e-09 -1.137879234192284983e-03 -6.379747190635498555e-02
7.888050645590799048e-05 1.272649849978089301e-05 6.366690586413028060e-09 9.835534803948053906e-04 -9.828129166264609751e-02
7.845422165643192909e-05 1.221104038681680597e-05 6.480244480846664491e-09 1.601066806740991666e-03 2.633087274809575717e-02
7.814062539771287220e-05 1.178976592870318922e-05 6.577699109926242070e-09 2.787174812412418490e-03 -5.811264642396984925e-02
7.797903387961828805e-05 1.146103820359432980e-05 6.658573212543224409e-09 -9.536402739890093017e-03 1.787481564862858363e-02
7.799535709809297241e-05 1.121959317701068811e-05 6.723452746599188802e-09 1.305381171885500180e-04 -1.567791484905445287e-01
7.817591816579804679e-05 1.106024784391817823e-05 6.772102296441022867e-09 -7.493637934887775742e-04 -2.936013946055027191e-03
7.847586467256298468e-05 1.098002249905550045e-05 6.804177495827409408e-09 5.295138950712541259e-03 1.164024954970468428e-01
7.885340196714434252e-05 1.097847202106233829e-05 6.820867241689778152e-09 -1.888662675222363418e-04 5.961565776082800028e-02
7.928558095655153983e-05 1.105692261552700055e-05 6.825109880638380465e-09 9.408072476679851803e-04 6.357096962779706928e-02
7.974610491386376174e-05 1.121766742432952945e-05 6.819985034608964892e-09 -3.265500303112123248e-03 1.767463540742770789e-01
8.018187118300191499e-05 1.146348419543502508e-05 6.806642640098075241e-09 7.884019786656093487e-03 1.825477480540520503e-01
8.053594677336504341e-05 1.179735288603084078e-05 6.783511192947187865e-09 8.619665411426558066e-03 2.992549909868955638e-01
8.080503492184530547e-05 1.222267227410051644e-05 6.747414058052609484e-09 5.912408455879036850e-03 1.107731476518232228e-01
8.106040384665426477e-05 1.274468614768409766e-05 6.695400651670952048e-09 -6.089157321796712097e-03 -3.340142727826673763e-01
8.139522321720267235e-05 1.337302660001397567e-05 6.625764330667514627e-09 -4.812994831141947927e-03 8.977517944821755691e-02
8.185483171094050836e-05 1.412391504288250809e-05 6.538420841493911211e-09 1.039424260506072173e-03 -2.065867856342826769e-01
8.242920179865914252e-05 1.502035959769748852e-05 6.435594781598397387e-09 7.419793569209964801e-03 4.391422379426046518e-02
8.310191521669762376e-05 1.608961950623771927e-05 6.321673480281056059e-09 -3.760585010694983410e-03 3.014815754782382839e-01
8.387844840359604535e-05 1.735864128009992357e-05 6.200769148492594462e-09 -6.539099607981491147e-03 -5.852954756278094806e-02
8.475660866050460608e-05 1.885004060423108865e-05 6.074444032552809990e-09 -1.000908240372799796e-03 -2.401520654046116476e-01
8.569066733226385823e-05 2.058103300127361762e-05 5.942911520171143104e-09 6.014935762361339755e-03 2.279271268890106228e-01
8.660479105607159906e-05 2.256422664796912649e-05 5.807926082331827661e-09 4.226954308425678875e-03 6.214491785311082594e-03
8.743705943285350545e-05 2.480711931820256034e-05 5.673470931994658841e-09 7.235185005476374442e-04 1.611089178071249961e-01
8.816280103135070703e-05 2.730942705754692748e-05 5.544408973880104126e-09 2.133865239958732118e-03 3.626452882594932703e-02
8.878859568864419505e-05 3.005929384042687583e-05 5.425539994170107001e-09 5.102234718445952666e-03 8.954179524132221957e-02
8.933931783546642110e-05 3.302829531359194944e-05 5.321295710662334203e-09 -3.164706644476433794e-03 1.898126955676815442e-01
8.984354497546891388e-05 3.616454890673716948e-05 5.234728829598728208e-09 -2.726723352730608951e-03 1.057565354867531227e-01
9.031490885170507946e-05 3.938625369058810734e-05 5.166234200601409057e-09 1.873628747551370211e-03 -6.281303695492468364e-02
9.074413608245447910e-05 4.258071510047365039e-05 5.113393151930814530e-09 -1.736754098934811807e-03 2.125370936414601175e-01
9.111361927750914887e-05 4.561286711932358587e-05 5.071986754230876400e-09 6.407168356560299927e-03 -1.362545199533293783e-01
9.141778483550428032e-05 4.834419833891431963e-05 5.037387211784120937e-09 -2.505421315342371003e-03 -1.424546805227855373e-02
9.166085367634363142e-05 5.065922315399541519e-05 5.006079329152060730e-09 1.826336838688380482e-03 -1.184940569858721204e-01
9.183251891196507130e-05 5.249161346226268756e-05 4.977213682958879929e-09 -3.791594636527229056e-03 -1.303794963630071635e-01
9.190014261783607688e-05 5.383867376147829245e-05 4.953358148993704773e-09 1.026569918423758665e-02 7.797022462006175658e-02
9.184485875126295422e-05 5.475546022716957275e-05 4.939009868921652537e-09 5.535329346189943323e-03 3.705711646912099866e-01
9.170387074825905893e-05 5.533004786326251430e-05 4.936621100738358577e-09 -4.355246940328294514e-03 -4.533089721761029978e-04
9.155719737199813065e-05 5.565251248292871542e-05 4.942936442636712397e-09 -8.509358705947711599e-03 -9.658662316305921536e-02
9.146894839265264521e-05 5.579139792706869162e-05 4.949717754521230108e-09 6.138462711307024477e-04 -1.012258114472306403e-01
9.145683001456391531e-05 5.578197711703160072e-05 4.949367520622763972e-09 5.489619647200072450e-03 -4.118849757499116748e-01
9.151594053249626642e-05 5.562155924398592689e-05 4.940459082428958126e-09 -5.468540213607209211e-03 1.541196353132896490e-01
9.164514836774114207e-05 5.526709902042492768e-05 4.927504911374845674e-09 -3.283192619979002913e-03 1.112861391359842855e-02
9.183623087064873619e-05 5.463929102113246155e-05 4.915982843497493804e-09 -3.077787598829262450e-03 -1.994119684541484361e-01
9.205053279499265570e-05 5.364200925673758062e-05 4.908701167585212317e-09 1.342165405913586795e-03 1.648794416997905188e-01
9.222285692608748824e-05 5.219699747529701423e-05 4.906265866539384299e-09 4.882070346216238477e-03 -1.575258929081950754e-01
9.229114427600307877e-05 5.027918562188210002e-05 4.908413313100163821e-09 2.467337995747387325e-03 6.310524614523060905e-02
9.222281580896275505e-05 4.793546195918181238e-05 4.912868185277612871e-09 2.595761804335072753e-03 1.548600229180703280e-01
9.202213219132858338e-05 4.528060274524688204e-05 4.912673320831818260e-09 4.193709393723210610e-03 -2.331726335844432896e-01
9.172573802906878733e-05 4.247869663659070092e-05 4.896790597339525955e-09 2.438918105182930063e-03 -3.080189645226347750e-01
9.139318562355622309e-05 3.972177712707268928e-05 4.857152824811638974e-09 2.606462395157382872e-03 -1.879687279699986391e-01
9.108716387635282642e-05 3.720770555642656134e-05 4.798054561446746374e-09 -1.675612156577299672e-03 -7.397887923359718343e-01
9.084452636808185199e-05 3.511056656343685946e-05 4.737330820833562880e-09 -7.827645335958477446e-03 9.882910646291005463e-01
